"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000274750","HAVANA","gene",NA,NA,"ENSG00000274750","protein_coding","H3C6","2","HGNC:4769","OTTHUMG00000014434.3"
"ENSG00000274764","HAVANA","gene",NA,NA,"ENSG00000274764","protein_coding","PRAMEF27","2","HGNC:51234","OTTHUMG00000074727.3"
"ENSG00000274808","HAVANA","gene",NA,NA,"ENSG00000274808","protein_coding","TBC1D3B","2","HGNC:27011","OTTHUMG00000188417.1"
"ENSG00000274997","HAVANA","gene",NA,NA,"ENSG00000274997","protein_coding","H2AC12","2","HGNC:13671","OTTHUMG00000014468.2"
"ENSG00000275004","HAVANA","gene",NA,NA,"ENSG00000275004","protein_coding","ZNF280B","2","HGNC:23022","OTTHUMG00000151066.6"
"ENSG00000275023","HAVANA","gene",NA,NA,"ENSG00000275023","protein_coding","MLLT6","2","HGNC:7138","OTTHUMG00000188498.2"
"ENSG00000275052","HAVANA","gene",NA,NA,"ENSG00000275052","protein_coding","PPP4R3B","2","HGNC:29267","OTTHUMG00000129336.8"
"ENSG00000275066","HAVANA","gene",NA,NA,"ENSG00000275066","protein_coding","SYNRG","2","HGNC:557","OTTHUMG00000188473.3"
"ENSG00000275074","HAVANA","gene",NA,NA,"ENSG00000275074","protein_coding","NUDT18","2","HGNC:26194","OTTHUMG00000163774.6"
"ENSG00000275111","HAVANA","gene",NA,NA,"ENSG00000275111","protein_coding","ZNF2","2","HGNC:12991","OTTHUMG00000155150.5"
"ENSG00000275126","HAVANA","gene",NA,NA,"ENSG00000275126","protein_coding","H4C13","2","HGNC:4791","OTTHUMG00000016211.2"
"ENSG00000275183","HAVANA","gene",NA,NA,"ENSG00000275183","protein_coding","LENG9","2","HGNC:16306","OTTHUMG00000188273.3"
"ENSG00000275302","HAVANA","gene",NA,NA,"ENSG00000275302","protein_coding","CCL4","2","HGNC:10630","OTTHUMG00000188414.2"
"ENSG00000275342","HAVANA","gene",NA,NA,"ENSG00000275342","protein_coding","PRAG1","2","HGNC:25438","OTTHUMG00000163709.4"
"ENSG00000275379","HAVANA","gene",NA,NA,"ENSG00000275379","protein_coding","H3C11","2","HGNC:4771","OTTHUMG00000016184.2"
"ENSG00000275385","HAVANA","gene",NA,NA,"ENSG00000275385","protein_coding","CCL18","2","HGNC:10616","OTTHUMG00000188410.2"
"ENSG00000275395","HAVANA","gene",NA,NA,"ENSG00000275395","protein_coding","FCGBP","2","HGNC:13572","OTTHUMG00000182580.6"
"ENSG00000275410","HAVANA","gene",NA,NA,"ENSG00000275410","protein_coding","HNF1B","2","HGNC:11630","OTTHUMG00000188478.2"
"ENSG00000275464","HAVANA","gene",NA,NA,"ENSG00000275464","protein_coding","FP565260.1","2",NA,"OTTHUMG00000189361.4"
"ENSG00000275591","HAVANA","gene",NA,NA,"ENSG00000275591","protein_coding","XKR5","2","HGNC:20782","OTTHUMG00000153652.5"
"ENSG00000275700","HAVANA","gene",NA,NA,"ENSG00000275700","protein_coding","AATF","2","HGNC:19235","OTTHUMG00000188458.3"
"ENSG00000275713","HAVANA","gene",NA,NA,"ENSG00000275713","protein_coding","H2BC9","2","HGNC:4755","OTTHUMG00000014447.3"
"ENSG00000275714","HAVANA","gene",NA,NA,"ENSG00000275714","protein_coding","H3C1","2","HGNC:4766","OTTHUMG00000014418.2"
"ENSG00000275793","HAVANA","gene",NA,NA,"ENSG00000275793","protein_coding","RIMBP3","2","HGNC:29344","OTTHUMG00000188355.1"
"ENSG00000275832","HAVANA","gene",NA,NA,"ENSG00000275832","protein_coding","ARHGAP23","2","HGNC:29293","OTTHUMG00000188547.4"
"ENSG00000275835","HAVANA","gene",NA,NA,"ENSG00000275835","protein_coding","TUBGCP5","2","HGNC:18600","OTTHUMG00000188371.3"
"ENSG00000275895","HAVANA","gene",NA,NA,"ENSG00000275895","protein_coding","U2AF1L5","2","HGNC:51830","OTTHUMG00000189373.4"
"ENSG00000275896","HAVANA","gene",NA,NA,"ENSG00000275896","protein_coding","PRSS2","2","HGNC:9483","OTTHUMG00000158904.8"
"ENSG00000275954","HAVANA","gene",NA,NA,"ENSG00000275954","protein_coding","TBC1D3F","2","HGNC:18257","OTTHUMG00000188428.1"
"ENSG00000275993","HAVANA","gene",NA,NA,"ENSG00000275993","protein_coding","SIK1B","2","HGNC:52389","OTTHUMG00000189394.2"
"ENSG00000276023","HAVANA","gene",NA,NA,"ENSG00000276023","protein_coding","DUSP14","2","HGNC:17007","OTTHUMG00000188472.2"
"ENSG00000276043","HAVANA","gene",NA,NA,"ENSG00000276043","protein_coding","UHRF1","2","HGNC:12556","OTTHUMG00000180251.5"
"ENSG00000276045","HAVANA","gene",NA,NA,"ENSG00000276045","protein_coding","ORAI1","2","HGNC:25896","OTTHUMG00000169073.3"
"ENSG00000276070","HAVANA","gene",NA,NA,"ENSG00000276070","protein_coding","CCL4L2","2","HGNC:24066","OTTHUMG00000188420.2"
"ENSG00000276085","HAVANA","gene",NA,NA,"ENSG00000276085","protein_coding","CCL3L3","2","HGNC:30554","OTTHUMG00000188419.1"
"ENSG00000276180","HAVANA","gene",NA,NA,"ENSG00000276180","protein_coding","H4C9","2","HGNC:4793","OTTHUMG00000014471.1"
"ENSG00000276231","HAVANA","gene",NA,NA,"ENSG00000276231","protein_coding","PIK3R6","2","HGNC:27101","OTTHUMG00000132861.8"
"ENSG00000276234","HAVANA","gene",NA,NA,"ENSG00000276234","protein_coding","TADA2A","2","HGNC:11531","OTTHUMG00000188469.3"
"ENSG00000276289","HAVANA","gene",NA,NA,"ENSG00000276289","protein_coding","KCNE1B","2","HGNC:52280","OTTHUMG00000189416.3"
"ENSG00000276293","HAVANA","gene",NA,NA,"ENSG00000276293","protein_coding","PIP4K2B","2","HGNC:8998","OTTHUMG00000188504.2"
"ENSG00000276368","HAVANA","gene",NA,NA,"ENSG00000276368","protein_coding","H2AC14","2","HGNC:4727","OTTHUMG00000014486.2"
"ENSG00000276410","HAVANA","gene",NA,NA,"ENSG00000276410","protein_coding","H2BC3","2","HGNC:4751","OTTHUMG00000014421.2"
"ENSG00000276547","HAVANA","gene",NA,NA,"ENSG00000276547","protein_coding","PCDHGB5","2","HGNC:8712","OTTHUMG00000188231.2"
"ENSG00000276600","HAVANA","gene",NA,NA,"ENSG00000276600","protein_coding","RAB7B","2","HGNC:30513","OTTHUMG00000189246.2"
"ENSG00000276644","HAVANA","gene",NA,NA,"ENSG00000276644","protein_coding","DACH1","2","HGNC:2663","OTTHUMG00000017063.4"
"ENSG00000276903","HAVANA","gene",NA,NA,"ENSG00000276903","protein_coding","H2AC16","2","HGNC:4730","OTTHUMG00000014492.2"
"ENSG00000276966","HAVANA","gene",NA,NA,"ENSG00000276966","protein_coding","H4C5","2","HGNC:4790","OTTHUMG00000014441.3"
"ENSG00000277075","HAVANA","gene",NA,NA,"ENSG00000277075","protein_coding","H2AC8","2","HGNC:4724","OTTHUMG00000014440.3"
"ENSG00000277117","HAVANA","gene",NA,NA,"ENSG00000277117","protein_coding","FP565260.3","2",NA,"OTTHUMG00000189355.2"
"ENSG00000277149","HAVANA","gene",NA,NA,"ENSG00000277149","protein_coding","TYW1B","2","HGNC:33908","OTTHUMG00000157067.6"
"ENSG00000277150","HAVANA","gene",NA,NA,"ENSG00000277150","protein_coding","F8A3","2","HGNC:31850","OTTHUMG00000034289.1"
"ENSG00000277157","HAVANA","gene",NA,NA,"ENSG00000277157","protein_coding","H4C4","2","HGNC:4782","OTTHUMG00000014423.2"
"ENSG00000277161","HAVANA","gene",NA,NA,"ENSG00000277161","protein_coding","PIGW","2","HGNC:23213","OTTHUMG00000188438.4"
"ENSG00000277203","HAVANA","gene",NA,NA,"ENSG00000277203","protein_coding","F8A1","2","HGNC:3547","OTTHUMG00000013500.3"
"ENSG00000277224","HAVANA","gene",NA,NA,"ENSG00000277224","protein_coding","H2BC7","2","HGNC:4752","OTTHUMG00000014445.3"
"ENSG00000277258","HAVANA","gene",NA,NA,"ENSG00000277258","protein_coding","PCGF2","2","HGNC:12929","OTTHUMG00000188501.3"
"ENSG00000277363","HAVANA","gene",NA,NA,"ENSG00000277363","protein_coding","SRCIN1","2","HGNC:29506","OTTHUMG00000188493.4"
"ENSG00000277399","HAVANA","gene",NA,NA,"ENSG00000277399","protein_coding","GPR179","2","HGNC:31371","OTTHUMG00000188545.1"
"ENSG00000277443","HAVANA","gene",NA,NA,"ENSG00000277443","protein_coding","MARCKS","2","HGNC:6759","OTTHUMG00000188327.2"
"ENSG00000277462","HAVANA","gene",NA,NA,"ENSG00000277462","protein_coding","ZNF670","2","HGNC:28167","OTTHUMG00000040868.4"
"ENSG00000277481","HAVANA","gene",NA,NA,"ENSG00000277481","protein_coding","PKD1L3","2","HGNC:21716","OTTHUMG00000166114.5"
"ENSG00000277494","HAVANA","gene",NA,NA,"ENSG00000277494","protein_coding","GPIHBP1","2","HGNC:24945","OTTHUMG00000164950.4"
"ENSG00000277531","HAVANA","gene",NA,NA,"ENSG00000277531","protein_coding","PNMA8C","2","HGNC:53427","OTTHUMG00000186767.3"
"ENSG00000277586","HAVANA","gene",NA,NA,"ENSG00000277586","protein_coding","NEFL","2","HGNC:7739","OTTHUMG00000134284.9"
"ENSG00000277632","HAVANA","gene",NA,NA,"ENSG00000277632","protein_coding","CCL3","2","HGNC:10627","OTTHUMG00000188413.2"
"ENSG00000277639","HAVANA","gene",NA,NA,"ENSG00000277639","protein_coding","AC007906.2","2",NA,"OTTHUMG00000173186.2"
"ENSG00000277758","HAVANA","gene",NA,NA,"ENSG00000277758","protein_coding","FO681492.1","2",NA,"OTTHUMG00000189287.1"
"ENSG00000277775","HAVANA","gene",NA,NA,"ENSG00000277775","protein_coding","H3C7","2","HGNC:4773","OTTHUMG00000014435.2"
"ENSG00000277791","HAVANA","gene",NA,NA,"ENSG00000277791","protein_coding","PSMB3","2","HGNC:9540","OTTHUMG00000188503.3"
"ENSG00000277893","HAVANA","gene",NA,NA,"ENSG00000277893","protein_coding","SRD5A2","2","HGNC:11285","OTTHUMG00000152057.4"
"ENSG00000277957","HAVANA","gene",NA,NA,"ENSG00000277957","protein_coding","SENP3-EIF4A1","2","HGNC:49182","OTTHUMG00000178334.3"
"ENSG00000277972","HAVANA","gene",NA,NA,"ENSG00000277972","protein_coding","CISD3","2","HGNC:27578","OTTHUMG00000188500.2"
"ENSG00000278023","HAVANA","gene",NA,NA,"ENSG00000278023","protein_coding","RDM1","2","HGNC:19950","OTTHUMG00000188399.3"
"ENSG00000278053","HAVANA","gene",NA,NA,"ENSG00000278053","protein_coding","DDX52","2","HGNC:20038","OTTHUMG00000188475.2"
"ENSG00000278129","HAVANA","gene",NA,NA,"ENSG00000278129","protein_coding","ZNF8","2","HGNC:13154","OTTHUMG00000182073.3"
"ENSG00000278195","HAVANA","gene",NA,NA,"ENSG00000278195","protein_coding","SSTR3","2","HGNC:11332","OTTHUMG00000150537.4"
"ENSG00000278224","HAVANA","gene",NA,NA,"ENSG00000278224","protein_coding","PRICKLE4","2","HGNC:16805","OTTHUMG00000188149.5"
"ENSG00000278259","HAVANA","gene",NA,NA,"ENSG00000278259","protein_coding","MYO19","2","HGNC:26234","OTTHUMG00000188437.2"
"ENSG00000278311","HAVANA","gene",NA,NA,"ENSG00000278311","protein_coding","GGNBP2","2","HGNC:19357","OTTHUMG00000193344.2"
"ENSG00000278318","HAVANA","gene",NA,NA,"ENSG00000278318","protein_coding","ZNF229","2","HGNC:13022","OTTHUMG00000182377.5"
"ENSG00000278463","HAVANA","gene",NA,NA,"ENSG00000278463","protein_coding","H2AC4","2","HGNC:4734","OTTHUMG00000014420.2"
"ENSG00000278505","HAVANA","gene",NA,NA,"ENSG00000278505","protein_coding","C17orf78","2","HGNC:26831","OTTHUMG00000188467.2"
"ENSG00000278535","HAVANA","gene",NA,NA,"ENSG00000278535","protein_coding","DHRS11","2","HGNC:28639","OTTHUMG00000188442.3"
"ENSG00000278540","HAVANA","gene",NA,NA,"ENSG00000278540","protein_coding","ACACA","2","HGNC:84","OTTHUMG00000188463.3"
"ENSG00000278558","HAVANA","gene",NA,NA,"ENSG00000278558","protein_coding","TMEM191B","2","HGNC:33600","OTTHUMG00000188353.3"
"ENSG00000278570","HAVANA","gene",NA,NA,"ENSG00000278570","protein_coding","NR2E3","2","HGNC:7974","OTTHUMG00000172841.6"
"ENSG00000278588","HAVANA","gene",NA,NA,"ENSG00000278588","protein_coding","H2BC10","2","HGNC:4756","OTTHUMG00000014448.2"
"ENSG00000278619","HAVANA","gene",NA,NA,"ENSG00000278619","protein_coding","MRM1","2","HGNC:26202","OTTHUMG00000188443.2"
"ENSG00000278637","HAVANA","gene",NA,NA,"ENSG00000278637","protein_coding","H4C1","2","HGNC:4781","OTTHUMG00000014419.2"
"ENSG00000278662","HAVANA","gene",NA,NA,"ENSG00000278662","protein_coding","GOLGA6L10","2","HGNC:37228","OTTHUMG00000172580.4"
"ENSG00000278677","HAVANA","gene",NA,NA,"ENSG00000278677","protein_coding","H2AC17","2","HGNC:4735","OTTHUMG00000014494.2"
"ENSG00000278705","HAVANA","gene",NA,NA,"ENSG00000278705","protein_coding","H4C2","2","HGNC:4789","OTTHUMG00000014417.2"
"ENSG00000278828","HAVANA","gene",NA,NA,"ENSG00000278828","protein_coding","H3C10","2","HGNC:4775","OTTHUMG00000014483.1"
"ENSG00000278845","HAVANA","gene",NA,NA,"ENSG00000278845","protein_coding","MRPL45","2","HGNC:16651","OTTHUMG00000188489.2"
"ENSG00000279170","HAVANA","gene",NA,NA,"ENSG00000279170","protein_coding","TSTD3","2","HGNC:40910","OTTHUMG00000015265.4"
"ENSG00000279765","HAVANA","gene",NA,NA,"ENSG00000279765","protein_coding","AC013394.1","2",NA,"OTTHUMG00000189505.3"
"ENSG00000280071","HAVANA","gene",NA,NA,"ENSG00000280071","protein_coding","GATD3B","2","HGNC:53816","OTTHUMG00000189357.4"
"ENSG00000280433","HAVANA","gene",NA,NA,"ENSG00000280433","protein_coding","FP565260.6","2",NA,"OTTHUMG00000189362.1"
"ENSG00000280537","HAVANA","gene",NA,NA,"ENSG00000280537","protein_coding","AC068946.1","2",NA,"OTTHUMG00000189759.1"
"ENSG00000280670","HAVANA","gene",NA,NA,"ENSG00000280670","protein_coding","CCDC163","2","HGNC:27003","OTTHUMG00000007741.10"
"ENSG00000280789","HAVANA","gene",NA,NA,"ENSG00000280789","protein_coding","PAGR1","2","HGNC:28707","OTTHUMG00000177143.9"
"ENSG00000281106","HAVANA","gene",NA,NA,"ENSG00000281106","protein_coding","TMEM272","2","HGNC:26737","OTTHUMG00000189519.4"
"ENSG00000281406","HAVANA","gene",NA,NA,"ENSG00000281406","protein_coding","BLACAT1","2","HGNC:48597","OTTHUMG00000037201.4"
"ENSG00000282608","HAVANA","gene",NA,NA,"ENSG00000282608","protein_coding","ADORA3","2","HGNC:268","OTTHUMG00000011957.4"
"ENSG00000282815","HAVANA","gene",NA,NA,"ENSG00000282815","protein_coding","TEX13C","2","HGNC:52277","OTTHUMG00000191426.1"
"ENSG00000282872","HAVANA","gene",NA,NA,"ENSG00000282872","protein_coding","C1orf232","2","HGNC:53426","OTTHUMG00000191595.1"
"ENSG00000282936","HAVANA","gene",NA,NA,"ENSG00000282936","protein_coding","AC004706.3","2",NA,"OTTHUMG00000191541.2"
"ENSG00000282988","HAVANA","gene",NA,NA,"ENSG00000282988","protein_coding","AL031777.2","2",NA,"OTTHUMG00000191594.3"
"ENSG00000283071","HAVANA","gene",NA,NA,"ENSG00000283071","protein_coding","LBHD2","2","HGNC:52384","OTTHUMG00000191553.1"
"ENSG00000283154","HAVANA","gene",NA,NA,"ENSG00000283154","protein_coding","IQCJ-SCHIP1","2","HGNC:38842","OTTHUMG00000162426.3"
"ENSG00000283199","HAVANA","gene",NA,NA,"ENSG00000283199","protein_coding","C13orf46","2","HGNC:53786","OTTHUMG00000191740.3"
"ENSG00000283208","HAVANA","gene",NA,NA,"ENSG00000283208","protein_coding","AC001226.2","2",NA,"OTTHUMG00000191724.2"
"ENSG00000283267","HAVANA","gene",NA,NA,"ENSG00000283267","protein_coding","FAM237B","2","HGNC:53217","OTTHUMG00000191757.1"
"ENSG00000283268","HAVANA","gene",NA,NA,"ENSG00000283268","protein_coding","TEX54","2","HGNC:53729","OTTHUMG00000191674.1"
"ENSG00000283297","HAVANA","gene",NA,NA,"ENSG00000283297","protein_coding","TEX52","2","HGNC:53643","OTTHUMG00000191716.2"
"ENSG00000283324","HAVANA","gene",NA,NA,"ENSG00000283324","protein_coding","CTXND2","2","HGNC:53440","OTTHUMG00000191721.1"
"ENSG00000283361","HAVANA","gene",NA,NA,"ENSG00000283361","protein_coding","CFAP97D2","2","HGNC:53789","OTTHUMG00000191665.2"
"ENSG00000283473","HAVANA","gene",NA,NA,"ENSG00000283473","protein_coding","FAM240A","2","HGNC:52390","OTTHUMG00000133482.5"
"ENSG00000283486","HAVANA","gene",NA,NA,"ENSG00000283486","protein_coding","FAM95C","2","HGNC:45272","OTTHUMG00000186324.3"
"ENSG00000283526","HAVANA","gene",NA,NA,"ENSG00000283526","protein_coding","PRRT1B","2","HGNC:53642","OTTHUMG00000191656.1"
"ENSG00000283599","HAVANA","gene",NA,NA,"ENSG00000283599","protein_coding","BX276092.9","2",NA,"OTTHUMG00000191693.2"
"ENSG00000283632","HAVANA","gene",NA,NA,"ENSG00000283632","protein_coding","EXOC3L2","2","HGNC:30162","OTTHUMG00000155018.2"
"ENSG00000283683","HAVANA","gene",NA,NA,"ENSG00000283683","protein_coding","MYOCOS","2","HGNC:53429","OTTHUMG00000191791.1"
"ENSG00000283761","HAVANA","gene",NA,NA,"ENSG00000283761","protein_coding","AC118553.2","2",NA,"OTTHUMG00000191982.2"
"ENSG00000283787","HAVANA","gene",NA,NA,"ENSG00000283787","protein_coding","PRR33","2","HGNC:35118","OTTHUMG00000191981.1"
"ENSG00000283930","HAVANA","gene",NA,NA,"ENSG00000283930","protein_coding","AL117339.4","2",NA,"OTTHUMG00000017990.6"
"ENSG00000283992","HAVANA","gene",NA,NA,"ENSG00000283992","protein_coding","SLURP2","2","HGNC:25549","OTTHUMG00000164694.8"
"ENSG00000284024","HAVANA","gene",NA,NA,"ENSG00000284024","protein_coding","AC069544.2","2",NA,"OTTHUMG00000017712.5"
"ENSG00000284188","HAVANA","gene",NA,NA,"ENSG00000284188","protein_coding","AL451007.3","2",NA,"OTTHUMG00000191035.4"
"ENSG00000284194","HAVANA","gene",NA,NA,"ENSG00000284194","protein_coding","SCO2","2","HGNC:10604","OTTHUMG00000191637.2"
"ENSG00000284292","HAVANA","gene",NA,NA,"ENSG00000284292","protein_coding","AC004922.1","2",NA,"OTTHUMG00000154553.3"
"ENSG00000284308","HAVANA","gene",NA,NA,"ENSG00000284308","protein_coding","C2orf81","2","HGNC:34350","OTTHUMG00000164184.3"
"ENSG00000284395","HAVANA","gene",NA,NA,"ENSG00000284395","protein_coding","PERCC1","2","HGNC:52293","OTTHUMG00000176551.2"
"ENSG00000284484","HAVANA","gene",NA,NA,"ENSG00000284484","protein_coding","AC025287.4","2",NA,"OTTHUMG00000191919.1"
"ENSG00000284505","HAVANA","gene",NA,NA,"ENSG00000284505","protein_coding","LYNX1-SLURP2","2","HGNC:52291","OTTHUMG00000191911.1"
"ENSG00000284512","HAVANA","gene",NA,NA,"ENSG00000284512","protein_coding","AC092718.8","2",NA,"OTTHUMG00000192005.2"
"ENSG00000284526","HAVANA","gene",NA,NA,"ENSG00000284526","protein_coding","AC015802.6","2",NA,"OTTHUMG00000180301.4"
"ENSG00000284638","HAVANA","gene",NA,NA,"ENSG00000284638","protein_coding","AC005551.1","2",NA,"OTTHUMG00000180762.5"
"ENSG00000284686","HAVANA","gene",NA,NA,"ENSG00000284686","protein_coding","AC119674.2","2",NA,"OTTHUMG00000192356.2"
"ENSG00000284691","HAVANA","gene",NA,NA,"ENSG00000284691","protein_coding","AC073111.3","2",NA,"OTTHUMG00000158324.3"
"ENSG00000284713","HAVANA","gene",NA,NA,"ENSG00000284713","protein_coding","SMIM38","2","HGNC:54074","OTTHUMG00000172974.2"
"ENSG00000284730","HAVANA","gene",NA,NA,"ENSG00000284730","protein_coding","TMDD1","2","HGNC:53646","OTTHUMG00000192217.1"
"ENSG00000284753","HAVANA","gene",NA,NA,"ENSG00000284753","protein_coding","EEF1AKMT4","2","HGNC:53611","OTTHUMG00000192542.1"
"ENSG00000284770","HAVANA","gene",NA,NA,"ENSG00000284770","protein_coding","TBCE","2","HGNC:11582","OTTHUMG00000039987.14"
"ENSG00000284773","HAVANA","gene",NA,NA,"ENSG00000284773","protein_coding","AC114490.3","2",NA,"OTTHUMG00000192527.1"
"ENSG00000284779","HAVANA","gene",NA,NA,"ENSG00000284779","protein_coding","AC132217.2","2",NA,"OTTHUMG00000166213.8"
"ENSG00000284791","HAVANA","gene",NA,NA,"ENSG00000284791","protein_coding","SMIM41","2","HGNC:54075","OTTHUMG00000169615.4"
"ENSG00000284797","HAVANA","gene",NA,NA,"ENSG00000284797","protein_coding","AC008397.1","2",NA,"OTTHUMG00000192481.1"
"ENSG00000284862","HAVANA","gene",NA,NA,"ENSG00000284862","protein_coding","CCDC39","2","HGNC:25244","OTTHUMG00000157857.12"
"ENSG00000284874","HAVANA","gene",NA,NA,"ENSG00000284874","protein_coding","AC000093.1","2",NA,"OTTHUMG00000192396.1"
"ENSG00000284922","HAVANA","gene",NA,NA,"ENSG00000284922","protein_coding","AP000812.4","2",NA,"OTTHUMG00000192561.1"
"ENSG00000284946","HAVANA","gene",NA,NA,"ENSG00000284946","protein_coding","AC068831.6","2",NA,"OTTHUMG00000192506.1"
"ENSG00000284976","HAVANA","gene",NA,NA,"ENSG00000284976","protein_coding","BX255925.3","2",NA,"OTTHUMG00000192535.1"
"ENSG00000285043","HAVANA","gene",NA,NA,"ENSG00000285043","protein_coding","AC093512.2","2",NA,"OTTHUMG00000192461.2"
"ENSG00000285053","HAVANA","gene",NA,NA,"ENSG00000285053","protein_coding","AL357556.3","2",NA,"OTTHUMG00000192486.7"
"ENSG00000285077","HAVANA","gene",NA,NA,"ENSG00000285077","protein_coding","ARHGAP11B","2","HGNC:15782","OTTHUMG00000192491.3"
"ENSG00000285130","HAVANA","gene",NA,NA,"ENSG00000285130","protein_coding","AL358113.1","2",NA,"OTTHUMG00000192581.7"
"ENSG00000285188","HAVANA","gene",NA,NA,"ENSG00000285188","protein_coding","AC008397.2","2",NA,"OTTHUMG00000192476.1"
"ENSG00000285269","HAVANA","gene",NA,NA,"ENSG00000285269","protein_coding","AL160269.1","2",NA,"OTTHUMG00000192521.3"
"ENSG00000285329","HAVANA","gene",NA,NA,"ENSG00000285329","protein_coding","AC025283.2","2",NA,"OTTHUMG00000177580.3"
"ENSG00000285382","HAVANA","gene",NA,NA,"ENSG00000285382","protein_coding","FO393400.1","2",NA,"OTTHUMG00000192400.1"
"ENSG00000285437","HAVANA","gene",NA,NA,"ENSG00000285437","protein_coding","POLR2J3","2","HGNC:33853","OTTHUMG00000192387.1"
"ENSG00000285458","HAVANA","gene",NA,NA,"ENSG00000285458","protein_coding","AC093827.5","2",NA,"OTTHUMG00000192455.1"
"ENSG00000285476","HAVANA","gene",NA,NA,"ENSG00000285476","protein_coding","AC139491.7","2",NA,"OTTHUMG00000192424.1"
"ENSG00000285509","HAVANA","gene",NA,NA,"ENSG00000285509","protein_coding","TBCEL-TECTA","2","HGNC:54857","OTTHUMG00000192615.1"
"ENSG00000285589","HAVANA","gene",NA,NA,"ENSG00000285589","protein_coding","AC010422.8","2",NA,"OTTHUMG00000182617.6"
"ENSG00000285777","HAVANA","gene",NA,NA,"ENSG00000285777","protein_coding","AL139142.2","2",NA,"OTTHUMG00000193428.1"
"ENSG00000285791","HAVANA","gene",NA,NA,"ENSG00000285791","protein_coding","AC009879.3","2",NA,"OTTHUMG00000193364.1"
"ENSG00000285816","HAVANA","gene",NA,NA,"ENSG00000285816","protein_coding","AP000944.5","2",NA,"OTTHUMG00000165951.6"
"ENSG00000285897","HAVANA","gene",NA,NA,"ENSG00000285897","protein_coding","AC004687.2","2",NA,"OTTHUMG00000179077.3"
"ENSG00000285938","HAVANA","gene",NA,NA,"ENSG00000285938","protein_coding","AC072022.2","2",NA,"OTTHUMG00000156440.4"
