"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000140285","HAVANA","gene",NA,NA,"ENSG00000140285","protein_coding","FGF7","1","HGNC:3685","OTTHUMG00000131517.5"
"ENSG00000140287","HAVANA","gene",NA,NA,"ENSG00000140287","protein_coding","HDC","2","HGNC:4855","OTTHUMG00000131644.4"
"ENSG00000140297","HAVANA","gene",NA,NA,"ENSG00000140297","protein_coding","GCNT3","1","HGNC:4205","OTTHUMG00000132726.6"
"ENSG00000140299","HAVANA","gene",NA,NA,"ENSG00000140299","protein_coding","BNIP2","2","HGNC:1083","OTTHUMG00000132727.7"
"ENSG00000140307","HAVANA","gene",NA,NA,"ENSG00000140307","protein_coding","GTF2A2","1","HGNC:4647","OTTHUMG00000132725.5"
"ENSG00000140319","HAVANA","gene",NA,NA,"ENSG00000140319","protein_coding","SRP14","2","HGNC:11299","OTTHUMG00000172391.3"
"ENSG00000140320","HAVANA","gene",NA,NA,"ENSG00000140320","protein_coding","BAHD1","2","HGNC:29153","OTTHUMG00000129982.3"
"ENSG00000140323","HAVANA","gene",NA,NA,"ENSG00000140323","protein_coding","DISP2","2","HGNC:19712","OTTHUMG00000129983.4"
"ENSG00000140326","HAVANA","gene",NA,NA,"ENSG00000140326","protein_coding","CDAN1","2","HGNC:1713","OTTHUMG00000175801.4"
"ENSG00000140332","HAVANA","gene",NA,NA,"ENSG00000140332","protein_coding","TLE3","2","HGNC:11839","OTTHUMG00000172121.5"
"ENSG00000140350","HAVANA","gene",NA,NA,"ENSG00000140350","protein_coding","ANP32A","1","HGNC:13233","OTTHUMG00000154502.2"
"ENSG00000140365","HAVANA","gene",NA,NA,"ENSG00000140365","protein_coding","COMMD4","2","HGNC:26027","OTTHUMG00000142823.6"
"ENSG00000140367","HAVANA","gene",NA,NA,"ENSG00000140367","protein_coding","UBE2Q2","2","HGNC:19248","OTTHUMG00000142839.3"
"ENSG00000140368","HAVANA","gene",NA,NA,"ENSG00000140368","protein_coding","PSTPIP1","1","HGNC:9580","OTTHUMG00000172594.6"
"ENSG00000140374","HAVANA","gene",NA,NA,"ENSG00000140374","protein_coding","ETFA","1","HGNC:3481","OTTHUMG00000172586.7"
"ENSG00000140379","HAVANA","gene",NA,NA,"ENSG00000140379","protein_coding","BCL2A1","2","HGNC:991","OTTHUMG00000144173.2"
"ENSG00000140382","HAVANA","gene",NA,NA,"ENSG00000140382","protein_coding","HMG20A","1","HGNC:5001","OTTHUMG00000143729.8"
"ENSG00000140386","HAVANA","gene",NA,NA,"ENSG00000140386","protein_coding","SCAPER","1","HGNC:13081","OTTHUMG00000172655.5"
"ENSG00000140391","HAVANA","gene",NA,NA,"ENSG00000140391","protein_coding","TSPAN3","1","HGNC:17752","OTTHUMG00000143728.10"
"ENSG00000140395","HAVANA","gene",NA,NA,"ENSG00000140395","protein_coding","WDR61","1","HGNC:30300","OTTHUMG00000143735.8"
"ENSG00000140396","HAVANA","gene",NA,NA,"ENSG00000140396","protein_coding","NCOA2","2","HGNC:7669","OTTHUMG00000164671.4"
"ENSG00000140398","HAVANA","gene",NA,NA,"ENSG00000140398","protein_coding","NEIL1","2","HGNC:18448","OTTHUMG00000142821.5"
"ENSG00000140400","HAVANA","gene",NA,NA,"ENSG00000140400","protein_coding","MAN2C1","1","HGNC:6827","OTTHUMG00000172698.7"
"ENSG00000140403","HAVANA","gene",NA,NA,"ENSG00000140403","protein_coding","DNAJA4","1","HGNC:14885","OTTHUMG00000143733.8"
"ENSG00000140406","HAVANA","gene",NA,NA,"ENSG00000140406","protein_coding","TLNRD1","2","HGNC:13519","OTTHUMG00000144185.2"
"ENSG00000140416","HAVANA","gene",NA,NA,"ENSG00000140416","protein_coding","TPM1","2","HGNC:12010","OTTHUMG00000132803.19"
"ENSG00000140443","HAVANA","gene",NA,NA,"ENSG00000140443","protein_coding","IGF1R","1","HGNC:5465","OTTHUMG00000149851.10"
"ENSG00000140450","HAVANA","gene",NA,NA,"ENSG00000140450","protein_coding","ARRDC4","2","HGNC:28087","OTTHUMG00000149849.2"
"ENSG00000140451","HAVANA","gene",NA,NA,"ENSG00000140451","protein_coding","PIF1","2","HGNC:26220","OTTHUMG00000132974.4"
"ENSG00000140455","HAVANA","gene",NA,NA,"ENSG00000140455","protein_coding","USP3","1","HGNC:12626","OTTHUMG00000172309.4"
"ENSG00000140459","HAVANA","gene",NA,NA,"ENSG00000140459","protein_coding","CYP11A1","1","HGNC:2590","OTTHUMG00000150716.6"
"ENSG00000140463","HAVANA","gene",NA,NA,"ENSG00000140463","protein_coding","BBS4","2","HGNC:969","OTTHUMG00000133510.6"
"ENSG00000140464","HAVANA","gene",NA,NA,"ENSG00000140464","protein_coding","PML","2","HGNC:9113","OTTHUMG00000137607.6"
"ENSG00000140465","HAVANA","gene",NA,NA,"ENSG00000140465","protein_coding","CYP1A1","1","HGNC:2595","OTTHUMG00000142812.5"
"ENSG00000140470","HAVANA","gene",NA,NA,"ENSG00000140470","protein_coding","ADAMTS17","1","HGNC:17109","OTTHUMG00000149867.8"
"ENSG00000140471","HAVANA","gene",NA,NA,"ENSG00000140471","protein_coding","LINS1","1","HGNC:30922","OTTHUMG00000149865.13"
"ENSG00000140474","HAVANA","gene",NA,NA,"ENSG00000140474","protein_coding","ULK3","2","HGNC:19703","OTTHUMG00000173020.14"
"ENSG00000140479","HAVANA","gene",NA,NA,"ENSG00000140479","protein_coding","PCSK6","1","HGNC:8569","OTTHUMG00000172097.12"
"ENSG00000140481","HAVANA","gene",NA,NA,"ENSG00000140481","protein_coding","CCDC33","2","HGNC:26552","OTTHUMG00000172621.6"
"ENSG00000140497","HAVANA","gene",NA,NA,"ENSG00000140497","protein_coding","SCAMP2","1","HGNC:10564","OTTHUMG00000142817.5"
"ENSG00000140505","HAVANA","gene",NA,NA,"ENSG00000140505","protein_coding","CYP1A2","2","HGNC:2596","OTTHUMG00000172901.5"
"ENSG00000140511","HAVANA","gene",NA,NA,"ENSG00000140511","protein_coding","HAPLN3","1","HGNC:21446","OTTHUMG00000148680.5"
"ENSG00000140519","HAVANA","gene",NA,NA,"ENSG00000140519","protein_coding","RHCG","2","HGNC:18140","OTTHUMG00000149647.8"
"ENSG00000140521","HAVANA","gene",NA,NA,"ENSG00000140521","protein_coding","POLG","2","HGNC:9179","OTTHUMG00000149646.11"
"ENSG00000140525","HAVANA","gene",NA,NA,"ENSG00000140525","protein_coding","FANCI","1","HGNC:25568","OTTHUMG00000132993.7"
"ENSG00000140526","HAVANA","gene",NA,NA,"ENSG00000140526","protein_coding","ABHD2","2","HGNC:18717","OTTHUMG00000148684.6"
"ENSG00000140527","HAVANA","gene",NA,NA,"ENSG00000140527","protein_coding","WDR93","2","HGNC:26924","OTTHUMG00000172007.4"
"ENSG00000140534","HAVANA","gene",NA,NA,"ENSG00000140534","protein_coding","TICRR","1","HGNC:28704","OTTHUMG00000149648.6"
"ENSG00000140538","HAVANA","gene",NA,NA,"ENSG00000140538","protein_coding","NTRK3","1","HGNC:8033","OTTHUMG00000148677.12"
"ENSG00000140543","HAVANA","gene",NA,NA,"ENSG00000140543","protein_coding","DET1","2","HGNC:25477","OTTHUMG00000171851.5"
"ENSG00000140545","HAVANA","gene",NA,NA,"ENSG00000140545","protein_coding","MFGE8","1","HGNC:7036","OTTHUMG00000148682.9"
"ENSG00000140548","HAVANA","gene",NA,NA,"ENSG00000140548","protein_coding","ZNF710","2","HGNC:25352","OTTHUMG00000149812.5"
"ENSG00000140553","HAVANA","gene",NA,NA,"ENSG00000140553","protein_coding","UNC45A","2","HGNC:30594","OTTHUMG00000141261.6"
"ENSG00000140557","HAVANA","gene",NA,NA,"ENSG00000140557","protein_coding","ST8SIA2","2","HGNC:10870","OTTHUMG00000149843.5"
"ENSG00000140563","HAVANA","gene",NA,NA,"ENSG00000140563","protein_coding","MCTP2","2","HGNC:25636","OTTHUMG00000171751.9"
"ENSG00000140564","HAVANA","gene",NA,NA,"ENSG00000140564","protein_coding","FURIN","2","HGNC:8568","OTTHUMG00000149831.4"
"ENSG00000140575","HAVANA","gene",NA,NA,"ENSG00000140575","protein_coding","IQGAP1","2","HGNC:6110","OTTHUMG00000149832.6"
"ENSG00000140577","HAVANA","gene",NA,NA,"ENSG00000140577","protein_coding","CRTC3","1","HGNC:26148","OTTHUMG00000172295.5"
"ENSG00000140598","HAVANA","gene",NA,NA,"ENSG00000140598","protein_coding","EFL1","2","HGNC:25789","OTTHUMG00000172573.5"
"ENSG00000140600","HAVANA","gene",NA,NA,"ENSG00000140600","protein_coding","SH3GL3","2","HGNC:10832","OTTHUMG00000147361.4"
"ENSG00000140612","HAVANA","gene",NA,NA,"ENSG00000140612","protein_coding","SEC11A","1","HGNC:17718","OTTHUMG00000172489.5"
"ENSG00000140623","HAVANA","gene",NA,NA,"ENSG00000140623","protein_coding","SEPTIN12","2","HGNC:26348","OTTHUMG00000129481.6"
"ENSG00000140632","HAVANA","gene",NA,NA,"ENSG00000140632","protein_coding","GLYR1","2","HGNC:24434","OTTHUMG00000129530.7"
"ENSG00000140650","HAVANA","gene",NA,NA,"ENSG00000140650","protein_coding","PMM2","1","HGNC:9115","OTTHUMG00000129697.3"
"ENSG00000140675","HAVANA","gene",NA,NA,"ENSG00000140675","protein_coding","SLC5A2","2","HGNC:11037","OTTHUMG00000176620.5"
"ENSG00000140678","HAVANA","gene",NA,NA,"ENSG00000140678","protein_coding","ITGAX","2","HGNC:6152","OTTHUMG00000132465.4"
"ENSG00000140682","HAVANA","gene",NA,NA,"ENSG00000140682","protein_coding","TGFB1I1","2","HGNC:11767","OTTHUMG00000132467.7"
"ENSG00000140688","HAVANA","gene",NA,NA,"ENSG00000140688","protein_coding","RUSF1","1","HGNC:25848","OTTHUMG00000132466.5"
"ENSG00000140691","HAVANA","gene",NA,NA,"ENSG00000140691","protein_coding","ARMC5","1","HGNC:25781","OTTHUMG00000176618.4"
"ENSG00000140694","HAVANA","gene",NA,NA,"ENSG00000140694","protein_coding","PARN","2","HGNC:8609","OTTHUMG00000173199.14"
"ENSG00000140718","HAVANA","gene",NA,NA,"ENSG00000140718","protein_coding","FTO","2","HGNC:24678","OTTHUMG00000158780.6"
"ENSG00000140740","HAVANA","gene",NA,NA,"ENSG00000140740","protein_coding","UQCRC2","1","HGNC:12586","OTTHUMG00000131585.4"
"ENSG00000140743","HAVANA","gene",NA,NA,"ENSG00000140743","protein_coding","CDR2","2","HGNC:1799","OTTHUMG00000175463.3"
"ENSG00000140749","HAVANA","gene",NA,NA,"ENSG00000140749","protein_coding","IGSF6","1","HGNC:5953","OTTHUMG00000090709.4"
"ENSG00000140750","HAVANA","gene",NA,NA,"ENSG00000140750","protein_coding","ARHGAP17","2","HGNC:18239","OTTHUMG00000177372.11"
"ENSG00000140795","HAVANA","gene",NA,NA,"ENSG00000140795","protein_coding","MYLK3","1","HGNC:29826","OTTHUMG00000132543.6"
"ENSG00000140798","HAVANA","gene",NA,NA,"ENSG00000140798","protein_coding","ABCC12","2","HGNC:14640","OTTHUMG00000133143.5"
"ENSG00000140807","HAVANA","gene",NA,NA,"ENSG00000140807","protein_coding","NKD1","2","HGNC:17045","OTTHUMG00000133169.7"
"ENSG00000140829","HAVANA","gene",NA,NA,"ENSG00000140829","protein_coding","DHX38","2","HGNC:17211","OTTHUMG00000137596.7"
"ENSG00000140830","HAVANA","gene",NA,NA,"ENSG00000140830","protein_coding","TXNL4B","2","HGNC:26041","OTTHUMG00000173453.3"
"ENSG00000140832","HAVANA","gene",NA,NA,"ENSG00000140832","protein_coding","MARVELD3","2","HGNC:30525","OTTHUMG00000137591.3"
"ENSG00000140835","HAVANA","gene",NA,NA,"ENSG00000140835","protein_coding","CHST4","2","HGNC:1972","OTTHUMG00000137592.4"
"ENSG00000140836","HAVANA","gene",NA,NA,"ENSG00000140836","protein_coding","ZFHX3","2","HGNC:777","OTTHUMG00000137599.7"
"ENSG00000140839","HAVANA","gene",NA,NA,"ENSG00000140839","protein_coding","CLEC18B","2","HGNC:33849","OTTHUMG00000176998.3"
"ENSG00000140848","HAVANA","gene",NA,NA,"ENSG00000140848","protein_coding","CPNE2","2","HGNC:2315","OTTHUMG00000133471.6"
"ENSG00000140853","HAVANA","gene",NA,NA,"ENSG00000140853","protein_coding","NLRC5","2","HGNC:29933","OTTHUMG00000133470.6"
"ENSG00000140854","HAVANA","gene",NA,NA,"ENSG00000140854","protein_coding","KATNB1","2","HGNC:6217","OTTHUMG00000133467.7"
"ENSG00000140859","HAVANA","gene",NA,NA,"ENSG00000140859","protein_coding","KIFC3","1","HGNC:6326","OTTHUMG00000133455.20"
"ENSG00000140873","HAVANA","gene",NA,NA,"ENSG00000140873","protein_coding","ADAMTS18","2","HGNC:17110","OTTHUMG00000137619.4"
"ENSG00000140876","HAVANA","gene",NA,NA,"ENSG00000140876","protein_coding","NUDT7","1","HGNC:8054","OTTHUMG00000176808.1"
"ENSG00000140905","HAVANA","gene",NA,NA,"ENSG00000140905","protein_coding","GCSH","2","HGNC:4208","OTTHUMG00000137626.4"
"ENSG00000140931","HAVANA","gene",NA,NA,"ENSG00000140931","protein_coding","CMTM3","1","HGNC:19174","OTTHUMG00000137503.9"
"ENSG00000140932","HAVANA","gene",NA,NA,"ENSG00000140932","protein_coding","CMTM2","2","HGNC:19173","OTTHUMG00000137501.4"
"ENSG00000140937","HAVANA","gene",NA,NA,"ENSG00000140937","protein_coding","CDH11","1","HGNC:1750","OTTHUMG00000137494.7"
"ENSG00000140939","HAVANA","gene",NA,NA,"ENSG00000140939","protein_coding","NOL3","1","HGNC:7869","OTTHUMG00000173316.3"
"ENSG00000140941","HAVANA","gene",NA,NA,"ENSG00000140941","protein_coding","MAP1LC3B","2","HGNC:13352","OTTHUMG00000137654.6"
"ENSG00000140943","HAVANA","gene",NA,NA,"ENSG00000140943","protein_coding","MBTPS1","2","HGNC:15456","OTTHUMG00000137639.8"
"ENSG00000140945","HAVANA","gene",NA,NA,"ENSG00000140945","protein_coding","CDH13","1","HGNC:1753","OTTHUMG00000176635.3"
"ENSG00000140948","HAVANA","gene",NA,NA,"ENSG00000140948","protein_coding","ZCCHC14","2","HGNC:24134","OTTHUMG00000137655.4"
"ENSG00000140950","HAVANA","gene",NA,NA,"ENSG00000140950","protein_coding","MEAK7","2","HGNC:29325","OTTHUMG00000176739.4"
"ENSG00000140955","HAVANA","gene",NA,NA,"ENSG00000140955","protein_coding","ADAD2","1","HGNC:30714","OTTHUMG00000137637.3"
"ENSG00000140961","HAVANA","gene",NA,NA,"ENSG00000140961","protein_coding","OSGIN1","1","HGNC:30093","OTTHUMG00000137640.7"
"ENSG00000140968","HAVANA","gene",NA,NA,"ENSG00000140968","protein_coding","IRF8","2","HGNC:5358","OTTHUMG00000137648.10"
"ENSG00000140983","HAVANA","gene",NA,NA,"ENSG00000140983","protein_coding","RHOT2","2","HGNC:21169","OTTHUMG00000121139.7"
"ENSG00000140986","HAVANA","gene",NA,NA,"ENSG00000140986","protein_coding","RPL3L","2","HGNC:10351","OTTHUMG00000128685.4"
"ENSG00000140987","HAVANA","gene",NA,NA,"ENSG00000140987","protein_coding","ZSCAN32","1","HGNC:20812","OTTHUMG00000129357.5"
"ENSG00000140988","HAVANA","gene",NA,NA,"ENSG00000140988","protein_coding","RPS2","2","HGNC:10404","OTTHUMG00000128708.6"
"ENSG00000140990","HAVANA","gene",NA,NA,"ENSG00000140990","protein_coding","NDUFB10","1","HGNC:7696","OTTHUMG00000128709.4"
"ENSG00000140992","HAVANA","gene",NA,NA,"ENSG00000140992","protein_coding","PDPK1","1","HGNC:8816","OTTHUMG00000128874.8"
"ENSG00000140993","HAVANA","gene",NA,NA,"ENSG00000140993","protein_coding","TIGD7","1","HGNC:18331","OTTHUMG00000129325.4"
"ENSG00000140995","HAVANA","gene",NA,NA,"ENSG00000140995","protein_coding","DEF8","2","HGNC:25969","OTTHUMG00000138989.4"
"ENSG00000141002","HAVANA","gene",NA,NA,"ENSG00000141002","protein_coding","TCF25","1","HGNC:29181","OTTHUMG00000138986.6"
"ENSG00000141012","HAVANA","gene",NA,NA,"ENSG00000141012","protein_coding","GALNS","1","HGNC:4122","OTTHUMG00000137862.6"
"ENSG00000141013","HAVANA","gene",NA,NA,"ENSG00000141013","protein_coding","GAS8","2","HGNC:4166","OTTHUMG00000138988.4"
"ENSG00000141026","HAVANA","gene",NA,NA,"ENSG00000141026","protein_coding","MED9","2","HGNC:25487","OTTHUMG00000059293.3"
"ENSG00000141027","HAVANA","gene",NA,NA,"ENSG00000141027","protein_coding","NCOR1","1","HGNC:7672","OTTHUMG00000059309.12"
"ENSG00000141030","HAVANA","gene",NA,NA,"ENSG00000141030","protein_coding","COPS3","1","HGNC:2239","OTTHUMG00000059281.7"
"ENSG00000141034","HAVANA","gene",NA,NA,"ENSG00000141034","protein_coding","GID4","2","HGNC:28453","OTTHUMG00000059398.5"
"ENSG00000141040","HAVANA","gene",NA,NA,"ENSG00000141040","protein_coding","ZNF287","1","HGNC:13502","OTTHUMG00000058993.6"
"ENSG00000141052","HAVANA","gene",NA,NA,"ENSG00000141052","protein_coding","MYOCD","2","HGNC:16067","OTTHUMG00000058767.6"
"ENSG00000141068","HAVANA","gene",NA,NA,"ENSG00000141068","protein_coding","KSR1","1","HGNC:6465","OTTHUMG00000132051.14"
"ENSG00000141076","HAVANA","gene",NA,NA,"ENSG00000141076","protein_coding","UTP4","1","HGNC:1983","OTTHUMG00000137570.7"
"ENSG00000141084","HAVANA","gene",NA,NA,"ENSG00000141084","protein_coding","RANBP10","2","HGNC:29285","OTTHUMG00000184044.5"
"ENSG00000141096","HAVANA","gene",NA,NA,"ENSG00000141096","protein_coding","DPEP3","2","HGNC:23029","OTTHUMG00000137544.6"
"ENSG00000141098","HAVANA","gene",NA,NA,"ENSG00000141098","protein_coding","GFOD2","2","HGNC:28159","OTTHUMG00000137537.6"
"ENSG00000141101","HAVANA","gene",NA,NA,"ENSG00000141101","protein_coding","NOB1","2","HGNC:29540","OTTHUMG00000137576.4"
"ENSG00000141127","HAVANA","gene",NA,NA,"ENSG00000141127","protein_coding","PRPSAP2","1","HGNC:9467","OTTHUMG00000059406.8"
"ENSG00000141161","HAVANA","gene",NA,NA,"ENSG00000141161","protein_coding","UNC45B","2","HGNC:14304","OTTHUMG00000132931.3"
"ENSG00000141179","HAVANA","gene",NA,NA,"ENSG00000141179","protein_coding","PCTP","1","HGNC:8752","OTTHUMG00000177859.3"
"ENSG00000141198","HAVANA","gene",NA,NA,"ENSG00000141198","protein_coding","TOM1L1","1","HGNC:11983","OTTHUMG00000177816.7"
"ENSG00000141219","HAVANA","gene",NA,NA,"ENSG00000141219","protein_coding","C17orf80","2","HGNC:29601","OTTHUMG00000178417.2"
"ENSG00000141232","HAVANA","gene",NA,NA,"ENSG00000141232","protein_coding","TOB1","1","HGNC:11979","OTTHUMG00000162277.4"
"ENSG00000141252","HAVANA","gene",NA,NA,"ENSG00000141252","protein_coding","VPS53","1","HGNC:25608","OTTHUMG00000177441.12"
"ENSG00000141258","HAVANA","gene",NA,NA,"ENSG00000141258","protein_coding","SGSM2","1","HGNC:29026","OTTHUMG00000177637.12"
"ENSG00000141279","HAVANA","gene",NA,NA,"ENSG00000141279","protein_coding","NPEPPS","2","HGNC:7900","OTTHUMG00000165471.7"
"ENSG00000141293","HAVANA","gene",NA,NA,"ENSG00000141293","protein_coding","SKAP1","2","HGNC:15605","OTTHUMG00000178823.3"
"ENSG00000141294","HAVANA","gene",NA,NA,"ENSG00000141294","protein_coding","LRRC46","2","HGNC:25047","OTTHUMG00000178289.2"
"ENSG00000141295","HAVANA","gene",NA,NA,"ENSG00000141295","protein_coding","SCRN2","1","HGNC:30381","OTTHUMG00000178290.3"
"ENSG00000141298","HAVANA","gene",NA,NA,"ENSG00000141298","protein_coding","SSH2","2","HGNC:30580","OTTHUMG00000132752.8"
"ENSG00000141314","HAVANA","gene",NA,NA,"ENSG00000141314","protein_coding","RHBDL3","1","HGNC:16502","OTTHUMG00000179568.4"
"ENSG00000141316","HAVANA","gene",NA,NA,"ENSG00000141316","protein_coding","SPACA3","1","HGNC:16260","OTTHUMG00000132886.4"
"ENSG00000141337","HAVANA","gene",NA,NA,"ENSG00000141337","protein_coding","ARSG","2","HGNC:24102","OTTHUMG00000179810.6"
"ENSG00000141338","HAVANA","gene",NA,NA,"ENSG00000141338","protein_coding","ABCA8","2","HGNC:38","OTTHUMG00000180192.5"
"ENSG00000141349","HAVANA","gene",NA,NA,"ENSG00000141349","protein_coding","G6PC3","2","HGNC:24861","OTTHUMG00000181805.3"
"ENSG00000141367","HAVANA","gene",NA,NA,"ENSG00000141367","protein_coding","CLTC","1","HGNC:2092","OTTHUMG00000134279.5"
"ENSG00000141371","HAVANA","gene",NA,NA,"ENSG00000141371","protein_coding","C17orf64","1","HGNC:26990","OTTHUMG00000157171.7"
"ENSG00000141376","HAVANA","gene",NA,NA,"ENSG00000141376","protein_coding","BCAS3","1","HGNC:14347","OTTHUMG00000180064.2"
"ENSG00000141378","HAVANA","gene",NA,NA,"ENSG00000141378","protein_coding","PTRH2","2","HGNC:24265","OTTHUMG00000154532.4"
"ENSG00000141380","HAVANA","gene",NA,NA,"ENSG00000141380","protein_coding","SS18","2","HGNC:11340","OTTHUMG00000179425.4"
"ENSG00000141384","HAVANA","gene",NA,NA,"ENSG00000141384","protein_coding","TAF4B","1","HGNC:11538","OTTHUMG00000179429.3"
"ENSG00000141385","HAVANA","gene",NA,NA,"ENSG00000141385","protein_coding","AFG3L2","2","HGNC:315","OTTHUMG00000131695.4"
"ENSG00000141391","HAVANA","gene",NA,NA,"ENSG00000141391","protein_coding","PRELID3A","2","HGNC:24639","OTTHUMG00000131694.5"
"ENSG00000141401","HAVANA","gene",NA,NA,"ENSG00000141401","protein_coding","IMPA2","2","HGNC:6051","OTTHUMG00000131693.5"
"ENSG00000141404","HAVANA","gene",NA,NA,"ENSG00000141404","protein_coding","GNAL","1","HGNC:4388","OTTHUMG00000131660.5"
"ENSG00000141424","HAVANA","gene",NA,NA,"ENSG00000141424","protein_coding","SLC39A6","1","HGNC:18607","OTTHUMG00000178965.4"
"ENSG00000141425","HAVANA","gene",NA,NA,"ENSG00000141425","protein_coding","RPRD1A","2","HGNC:25560","OTTHUMG00000132591.8"
"ENSG00000141428","HAVANA","gene",NA,NA,"ENSG00000141428","protein_coding","C18orf21","1","HGNC:28802","OTTHUMG00000128531.5"
"ENSG00000141429","HAVANA","gene",NA,NA,"ENSG00000141429","protein_coding","GALNT1","2","HGNC:4123","OTTHUMG00000132567.5"
"ENSG00000141431","HAVANA","gene",NA,NA,"ENSG00000141431","protein_coding","ASXL3","2","HGNC:29357","OTTHUMG00000178395.15"
"ENSG00000141433","HAVANA","gene",NA,NA,"ENSG00000141433","protein_coding","ADCYAP1","2","HGNC:241","OTTHUMG00000131479.6"
"ENSG00000141434","HAVANA","gene",NA,NA,"ENSG00000141434","protein_coding","MEP1B","1","HGNC:7020","OTTHUMG00000179708.5"
"ENSG00000141437","HAVANA","gene",NA,NA,"ENSG00000141437","protein_coding","SLC25A52","2","HGNC:23324","OTTHUMG00000179617.4"
"ENSG00000141441","HAVANA","gene",NA,NA,"ENSG00000141441","protein_coding","GAREM1","1","HGNC:26136","OTTHUMG00000132273.5"
"ENSG00000141446","HAVANA","gene",NA,NA,"ENSG00000141446","protein_coding","ESCO1","2","HGNC:24645","OTTHUMG00000178919.2"
"ENSG00000141447","HAVANA","gene",NA,NA,"ENSG00000141447","protein_coding","OSBPL1A","1","HGNC:16398","OTTHUMG00000131944.7"
"ENSG00000141448","HAVANA","gene",NA,NA,"ENSG00000141448","protein_coding","GATA6","2","HGNC:4174","OTTHUMG00000131767.4"
"ENSG00000141449","HAVANA","gene",NA,NA,"ENSG00000141449","protein_coding","GREB1L","1","HGNC:31042","OTTHUMG00000178892.3"
"ENSG00000141452","HAVANA","gene",NA,NA,"ENSG00000141452","protein_coding","RMC1","1","HGNC:24326","OTTHUMG00000179239.5"
"ENSG00000141456","HAVANA","gene",NA,NA,"ENSG00000141456","protein_coding","PELP1","2","HGNC:30134","OTTHUMG00000177831.10"
"ENSG00000141458","HAVANA","gene",NA,NA,"ENSG00000141458","protein_coding","NPC1","1","HGNC:7897","OTTHUMG00000131873.10"
"ENSG00000141469","HAVANA","gene",NA,NA,"ENSG00000141469","protein_coding","SLC14A1","1","HGNC:10918","OTTHUMG00000132617.18"
"ENSG00000141480","HAVANA","gene",NA,NA,"ENSG00000141480","protein_coding","ARRB2","2","HGNC:712","OTTHUMG00000090759.6"
"ENSG00000141485","HAVANA","gene",NA,NA,"ENSG00000141485","protein_coding","SLC13A5","1","HGNC:23089","OTTHUMG00000102052.6"
"ENSG00000141497","HAVANA","gene",NA,NA,"ENSG00000141497","protein_coding","ZMYND15","2","HGNC:20997","OTTHUMG00000090760.4"
"ENSG00000141499","HAVANA","gene",NA,NA,"ENSG00000141499","protein_coding","WRAP53","1","HGNC:25522","OTTHUMG00000134323.4"
"ENSG00000141503","HAVANA","gene",NA,NA,"ENSG00000141503","protein_coding","MINK1","2","HGNC:17565","OTTHUMG00000177932.4"
"ENSG00000141504","HAVANA","gene",NA,NA,"ENSG00000141504","protein_coding","SAT2","2","HGNC:23160","OTTHUMG00000108152.4"
"ENSG00000141505","HAVANA","gene",NA,NA,"ENSG00000141505","protein_coding","ASGR1","2","HGNC:742","OTTHUMG00000102159.7"
"ENSG00000141506","HAVANA","gene",NA,NA,"ENSG00000141506","protein_coding","PIK3R5","2","HGNC:30035","OTTHUMG00000108197.5"
"ENSG00000141510","HAVANA","gene",NA,NA,"ENSG00000141510","protein_coding","TP53","2","HGNC:11998","OTTHUMG00000162125.10"
"ENSG00000141519","HAVANA","gene",NA,NA,"ENSG00000141519","protein_coding","CCDC40","2","HGNC:26090","OTTHUMG00000132707.5"
"ENSG00000141522","HAVANA","gene",NA,NA,"ENSG00000141522","protein_coding","ARHGDIA","2","HGNC:678","OTTHUMG00000178352.4"
"ENSG00000141524","HAVANA","gene",NA,NA,"ENSG00000141524","protein_coding","TMC6","2","HGNC:18021","OTTHUMG00000177466.6"
"ENSG00000141526","HAVANA","gene",NA,NA,"ENSG00000141526","protein_coding","SLC16A3","1","HGNC:10924","OTTHUMG00000178832.2"
"ENSG00000141527","HAVANA","gene",NA,NA,"ENSG00000141527","protein_coding","CARD14","2","HGNC:16446","OTTHUMG00000177549.12"
"ENSG00000141540","HAVANA","gene",NA,NA,"ENSG00000141540","protein_coding","TTYH2","1","HGNC:13877","OTTHUMG00000166018.4"
"ENSG00000141542","HAVANA","gene",NA,NA,"ENSG00000141542","protein_coding","RAB40B","1","HGNC:18284","OTTHUMG00000177806.2"
"ENSG00000141543","HAVANA","gene",NA,NA,"ENSG00000141543","protein_coding","EIF4A3","2","HGNC:18683","OTTHUMG00000177538.6"
"ENSG00000141551","HAVANA","gene",NA,NA,"ENSG00000141551","protein_coding","CSNK1D","1","HGNC:2452","OTTHUMG00000178601.2"
"ENSG00000141552","HAVANA","gene",NA,NA,"ENSG00000141552","protein_coding","ANAPC11","2","HGNC:14452","OTTHUMG00000177982.6"
"ENSG00000141556","HAVANA","gene",NA,NA,"ENSG00000141556","protein_coding","TBCD","2","HGNC:11581","OTTHUMG00000177878.5"
"ENSG00000141560","HAVANA","gene",NA,NA,"ENSG00000141560","protein_coding","FN3KRP","2","HGNC:25700","OTTHUMG00000177846.5"
"ENSG00000141562","HAVANA","gene",NA,NA,"ENSG00000141562","protein_coding","NARF","1","HGNC:29916","OTTHUMG00000178844.5"
"ENSG00000141564","HAVANA","gene",NA,NA,"ENSG00000141564","protein_coding","RPTOR","1","HGNC:30287","OTTHUMG00000177622.4"
